"X0","Y0","Z0","treatments","days","L","a","b","YI","C","H"
42.88,42.69,27.05,"Blank",0,71.3440597719265,7.315726463372529,24.265516398373354,61.40407589599438,25.34433151153558,1.277976297167433
42.91,42.51,25.2,"Blank",0,71.22112637966404,7.935096213325943,27.00176004244994,66.36744295459891,28.143574707289513,1.2849697965852844
42.92,42.5,24.46,"Blank",0,71.21428657988854,7.994396986392093,28.20966808948191,68.25882352941177,29.320568836480117,1.2946449117269458
43.01,42.95,27.35,"Blank",0,71.52102164851864,6.940424772466757,24.105323522101195,60.679394644935954,25.084579289424717,1.2904578456893507
43.29,43.05,26.6,"Blank",0,71.58889373593588,7.47976868927136,25.392088065052043,63.21765389082463,26.470834439971146,1.2843278263414992
43.33,43.59,29.61,"Blank",0,71.95359840217465,6.026315006402882,21.450745449603637,55.23239275063087,22.281179342666935,1.2969186559195407
43.35,43.54,29.07,"Blank",0,71.91995641663975,6.230570800959068,22.18905179194788,56.66926963711529,23.04721310552556,1.2970507396848172
43.36,43.29,28.1,"Blank",0,71.75135901662246,6.986900516759875,23.353907147181573,59.401247401247396,24.37666420719369,1.2800967677157988
43.38,43.64,29.13,"Blank",0,71.98721467146301,6.029501226165523,22.21605099966364,56.481668194317145,23.0197264765676,1.3057773535489203
43.58,44.08,24.17,"Blank",0,72.28193653161568,5.350348842846408,30.535143719126403,68.42604355716877,31.000342493073404,1.3973378105728658
43.8,44.09,29.31,"Blank",0,72.28861191436563,5.969810719202329,22.46954230722933,56.691766840553406,23.249063884799142,1.3111110528787757
43.89,44.16,29.38,"Blank",0,72.33531135509726,6.033081486420566,22.446846561671883,56.694746376811594,23.243472046685095,1.3082295050727746
43.98,44.19,29.71,"Blank",0,72.3553102942807,6.211079199340164,21.99695218327964,56.125367730255704,22.857021025802265,1.295599707200689
44.2,43.84,27.35,"Blank",0,72.12142356566987,7.863520084252507,25.14049924132746,62.9219890510949,26.34159543798798,1.2676536821305084
44.21,43.84,27.78,"Blank",0,72.12142356566987,7.892755982285782,24.479466616221845,61.911496350364956,25.72041762512086,1.2588965208063034
44.35,44.18,27.35,"Blank",0,72.34864498720243,7.322193757961615,25.53226031293534,62.87234042553191,26.561453991011582,1.2915097752472624
44.51,44.92,30.86,"Blank",0,72.8391862329566,5.673985896248124,21.17075501509069,54.00979519145145,21.917914678632414,1.3089396836363802
44.54,44.26,28.11,"Blank",0,72.4019393116863,7.6459578572113385,24.460422178759657,61.48802530501582,25.627581327885963,1.2678341421054213
44.63,44.45,28.46,"Blank",0,72.52825646078364,7.363113312751912,24.149332720322846,60.649718785151855,25.246895026780624,1.2748508949058932
44.73,44.16,28.09,"Blank",0,72.33531135509726,8.485056533404812,24.375900256883256,62.225996376811594,25.81047651068451,1.235822270694888
44.92,45.26,30.66,"Blank",0,73.06276469852182,5.899830290366282,21.84201271775581,55.2319929297393,22.62479871772852,1.306978374983547
44.97,46.08,25.78,"Blank",0,73.59741489140244,3.739874138113719,30.15941748836406,65.61371527777777,30.390411675500083,1.4474225950126742
45.09,45.75,25.28,"Blank",0,73.38301956173866,5.0105245606471005,30.598739687064324,67.58120218579235,31.006261090456764,1.408487429179204
45.18,45.66,31.9,"Blank",0,73.32436926959532,5.522823737899474,20.540801319703107,52.59833552343408,21.270310314977138,1.3081371724359048
45.18,46.64,24.92,"Blank",0,73.95890693566291,2.787747591056433,32.180735402313275,67.35677530017152,32.3012579888948,1.4843842126447877
45.2,45.17,27.94,"Blank",0,73.0036914346515,6.9626747969423475,25.756394240981507,62.518485720611025,26.680904868929044,1.3067787948771217
45.31,46.97,24.45,"Blank",0,74.17057573231244,2.2496022286389583,33.32336818096431,68.29848839684907,33.39921521699577,1.5033903517354326
45.7,45.59,28.06,"Blank",0,73.27869907064097,7.21228156672754,26.04798862553892,63.06733932880017,27.02803575611744,1.3006790544374183
45.91,47.27,25.24,"Blank",0,74.36214328440091,3.1418360712628934,32.35206078459025,67.7182145123757,32.50426081159993,1.4739859689948356
46.06,46.02,30.22,"Blank",0,73.55851023393137,7.0329193083653045,23.329860504840095,58.504128639721856,24.366869827150044,1.2780045681357215
46.36,46.67,31.09,"Blank",0,73.97819073195254,6.07547289479593,22.807433981589952,56.536104563959704,23.602762883187726,1.3104604168458804
46.46,46.4,29.46,"Blank",0,73.80433806256488,7.107861729948651,24.861895178436356,60.86465517241379,25.857987745291116,1.2923307080545998
46.66,46.59,29.43,"Blank",0,73.92674889083527,7.145060580323603,25.11708183841579,61.234170422837494,26.11359206953671,1.293647264129205
46.87,48.11,26.89,"Blank",0,74.89425649806834,3.566108059915085,30.636112875259936,65.45458324672626,30.84296579125715,1.454915715863244
47.03,47.26,31.36,"Blank",0,74.35577077780118,6.336526621280147,23.076473507649652,57.03935674989421,23.930633070845584,1.3028130316326034
47.16,48.12,26.17,"Blank",0,74.90055373076815,4.352678906502316,31.782444581141235,67.79842061512883,32.07911465761522,1.4346907405088283
47.25,47.38,30.24,"Blank",0,74.43218161402808,6.623377712937028,24.807279714395513,59.99493457154918,25.676258667424467,1.309889002766105
47.36,47.94,33.91,"Blank",0,74.78706977541016,5.401074338820644,20.316377163714392,51.47309136420527,21.02205473001539,1.3109581255134155
47.61,47.78,30.78,"Blank",0,74.6859564301301,6.533748632512548,24.4690040022298,59.25910422771034,25.326310983915473,1.3098627463608874
47.85,48.74,28.59,"Blank",0,75.28929030812418,4.599847582775707,28.71440024049765,63.48502256873205,29.080498258390605,1.4119528312135077
48.42,49.57,27.81,"Blank",0,75.80456889210828,3.9532892100164196,30.78385390690186,65.56183175307646,31.036658275972773,1.4430745241704186
48.56,48.97,27.75,"Blank",0,75.4326605455353,5.941162262044719,30.234392194808436,66.86093526648969,30.812592886893462,1.3767650873749187
48.64,49.06,31.51,"Blank",0,75.48863973944583,5.919437692413821,24.818442174654365,58.82307378719934,25.51460002765146,1.3366610131290617
50.62,52.19,30.55,"Blank",0,77.3943107833231,3.0645188204978524,29.467903323156676,62.10116880628472,29.626822338281467,1.4671736718125827
51.77,52.65,35.52,"Blank",0,77.66789945031874,4.9339968569849235,23.160833691874316,54.34833808167143,23.68055198443224,1.3609020512089036
52.66,53.38,36.97,"Blank",0,78.09882035515777,5.405187033033776,22.046468258198647,52.85987261146495,22.699401082888443,1.3303663586996022
53.85,54.89,37.69,"Blank",0,78.97786425718856,4.689097728418967,22.657809090692794,52.79030788850428,23.137933146608944,1.3667243790417976
38.61,38.33,19.99,"Blank",1,68.26313163925781,7.408060297796837,31.068737217439235,73.65353509000782,31.93972118948579,1.3367259733890444
40.94,40.81,21.55,"Blank",1,70.04259912267446,7.04791050142256,31.239872626367713,72.43371722617005,32.02503214905086,1.348904922316816
40.48,40.56,22.51,"Blank",1,69.86654158557623,6.386009458429043,29.22254687226229,68.9196252465483,29.912177495206056,1.3556483846904628
32.09,31.37,15.32,"Blank",1,62.81874136586478,8.715162946618282,31.375267459798394,79.17118265859102,32.563192002013444,1.2998550725249634
37.67,37.32,19.17,"Blank",1,67.51641959960122,7.594266544636796,31.36484207150101,74.75187566988211,32.27113574885752,1.3332414198697426
39.33,39.17,20.33,"Blank",1,68.87422982998177,7.063564569158187,31.47846358002848,73.50676538166965,32.26124011537446,1.350059175772253
44.34,44.61,24.04,"Blank",1,72.6343498963885,6.061532747891563,31.36129118325133,70.10266756332662,31.941708844932503,1.379869888068554
41.7,41.8,22.21,"Blank",1,70.732809888573,6.397085805966429,31.246344038161222,71.37177033492824,31.89446225538268,1.3688561851965886
41.09,41.04,21.23,"Blank",1,70.20393814225989,6.813476077880242,32.10059642516174,73.3221247563353,32.81572408335603,1.3616464338404763
39.22,39.07,20.33,"Blank",1,68.80194103780576,7.02718076291986,31.35382773144917,73.33452777066803,32.13166324496978,1.3503147527468289
38.62,38.77,21.72,"Blank",1,68.58433181587755,6.055570149410105,28.41848049227409,68.12071189063708,29.05649606067789,1.3608506617976945
39.99,40.31,22.7,"Blank",1,69.68975910909603,5.622684784591215,28.584368975326036,67.2914909451749,29.132125461497917,1.3765711527920454
38.62,38.88,21.46,"Blank",1,68.66425177838174,5.711087552409289,29.026668548579092,68.63683127572014,29.583171027804894,1.3765247089605959
37.64,37.86,21.16,"Blank",1,67.91730455661157,5.768709562990693,28.286337369685665,68.01267828843106,28.868579663949802,1.369615398172761
39.34,39.56,21.9,"Blank",1,69.1549863244804,5.885009024937049,29.078904304436403,68.60768452982812,29.668434518359078,1.371112683322973
34.75,34.78,19.94,"Blank",1,65.5770222372014,6.199529404441185,26.532818330463105,67.1178838412881,27.24746985306874,1.3412592237153964
36.99,37.07,20.85,"Blank",1,67.32951444615144,6.174665353712916,27.844129330055,68.10412732667925,28.520554524398218,1.352569563918139
37.35,37.2,19.77,"Blank",1,67.4268096385146,6.936716039355806,30.047338011256166,72.18225806451613,30.83764827241753,1.343911692920383
36.36,36.18,20.04,"Blank",1,66.65722928454326,6.986368741406235,28.204794621741968,69.92371475953564,29.057181347225384,1.3279821648713537
35.12,35.21,20.24,"Blank",1,65.91183671351685,6.021859767163463,26.540628033598423,66.7401306447032,27.215211398650066,1.3476816542423369
38.95,38.45,18.88,"Blank",2,68.35097442545236,8.1141184075178,33.37456099123428,77.61560468140442,34.34676460583786,1.3323006746390842
38.47,37.93,18.79,"Blank",2,67.96899142686368,8.227417661295034,32.89431180466311,77.31136303717373,33.90761198426967,1.3257078043835198
39.56,39.34,20.38,"Blank",2,68.9968389320407,7.260566753225395,31.59577563240381,73.80274529740721,32.419266916314506,1.3449221821502746
37.24,36.65,17.68,"Blank",2,67.01361290245367,8.357553501405379,33.495032741468144,78.92605729877218,34.52196284803163,1.3262730506697853
37.27,36.76,18.25,"Blank",2,67.09658131511286,8.098233011056388,32.472350328971245,77.15070729053319,33.46692268178839,1.3263932099940774
42.87,42.47,21.0,"Blank",2,71.19376074091448,7.933729693446134,34.22952272946469,76.79208853308216,35.13693630832957,1.3430377259693191
38.48,38.04,19.23,"Blank",2,68.05008532324162,7.909945939113927,32.16757230699634,75.89537329127234,33.1258200334051,1.329681955765496
38.57,38.13,18.87,"Blank",2,68.11631867241823,7.912846053354294,32.98976987922755,77.01914503015996,33.925477879441495,1.3353860228328553
42.21,41.84,20.13,"Blank",2,70.76046703645794,7.821758072504736,35.108478733244695,78.13336520076481,35.969225433799494,1.3515880127789983
38.95,38.53,18.79,"Blank",2,68.409434792031,7.862134068816751,33.65369691702058,77.70205035037633,34.559867886013826,1.341293746110214
37.83,37.82,20.33,"Blank",2,67.8877405927217,6.51342949478928,29.777620067511123,71.0539397144368,30.481657118152746,1.3554522444641726
37.93,37.84,19.76,"Blank",2,67.90252517896239,6.773761909424469,30.886726424845378,72.95137420718815,31.620779870977433,1.354904450061665
36.19,36.05,18.68,"Blank",2,66.5581106597464,6.846571042847749,30.68050761399441,73.57115117891817,31.435156791355922,1.3512367380101253
37.84,37.79,19.65,"Blank",2,67.86555393720592,6.641493218312588,31.034492737837915,73.051600952633,31.73718909518936,1.359972736450684
36.05,35.8,18.1,"Blank",2,66.36682612205149,7.202770068486908,31.5185423128737,75.30167597765362,32.33107493090665,1.3461294273184428
35.4,34.96,17.78,"Blank",2,65.71751107197994,7.8112471207483765,31.05406627487075,75.70137299771166,32.021408678967646,1.3243715857117768
34.66,34.35,17.9,"Blank",2,65.2394366259183,7.345459380191876,29.983248781527116,73.91790393013099,30.869904130090784,1.3305427900629032
32.66,32.0,15.41,"Blank",2,63.342883925798745,8.506957420071403,32.07468912454734,79.59437499999997,33.18364065293716,1.3115418866110928
31.65,31.1,15.54,"Blank",2,62.59195984637043,8.092746180529687,30.48633170406754,77.29774919614148,31.5421775011319,1.311325591966191
29.31,28.77,14.15,"Blank",2,60.57810407489828,8.005402297267317,30.243597321030368,78.26833507125475,31.285166530765473,1.312033339527823
38.15,37.23,17.39,"Blank",4,67.4492301742993,9.438550027809189,34.8488247636082,81.6508192318023,36.10438773933341,1.306299211363168
35.94,35.01,16.37,"Blank",4,65.75645013775659,9.46489717761867,34.105009474387415,81.83661810911167,35.39401008406577,1.3000867642575422
37.09,36.62,18.66,"Blank",4,66.99095634758866,7.962907634391392,31.46665799956727,75.62971054068817,32.458565335756596,1.3229410829280241
32.34,31.26,14.23,"Blank",4,62.72650658426831,10.015266739054397,33.75627405968022,84.16954574536148,35.21067460652592,1.2823757821172903
35.69,34.75,16.11,"Blank",4,65.55356033707592,9.498424007977956,34.3239336962955,82.32115107913668,35.61393664035221,1.3008234938953147
42.47,42.04,20.5,"Blank",4,70.89848901116461,8.009131398150904,34.649309713061214,77.62036156041867,35.56291396025479,1.3436375411307564
39.79,39.13,18.52,"Blank",4,68.8453290940009,8.636309538826714,34.94370613736957,79.98977766419625,35.9951169058425,1.3285025499944032
40.03,39.57,19.58,"Blank",4,69.16216089577769,8.021796306805328,33.40503043104513,77.03714935557242,34.3546979914964,1.3351214573291428
41.43,40.95,19.98,"Blank",4,70.14087744810676,8.126067567732376,34.32527811112121,77.78168498168498,35.27403707432945,1.3383387939956686
42.42,42.09,20.18,"Blank",4,70.93292607944846,7.710502753598469,35.31111758784344,78.18199097172725,36.14314427406332,1.3558117363579387
36.55,36.17,17.94,"Blank",4,66.64961321251226,7.650851892020361,32.332648917793286,76.76969864528614,33.22552814802062,1.3384409022903234
36.64,36.27,18.36,"Blank",4,66.72571086457108,7.621286007662431,31.61075718786548,75.64819409980699,32.51651842373012,1.3342135347893826
37.17,36.76,18.27,"Blank",4,67.09658131511286,7.7703542640927825,32.43189108949582,76.74483133841133,33.34975209848528,1.3356391258663907
34.62,34.11,16.64,"Blank",4,65.04979032977035,8.025314981811304,32.30236038456626,78.20345939607154,33.28435318541853,1.3272830381728438
37.58,37.08,18.05,"Blank",4,67.33700676002441,8.07462831066913,33.29310468390525,78.12675296655877,34.258290118581996,1.3328590498373036
36.8,36.24,17.8,"Blank",4,66.70289627133893,8.248982531060435,32.711837531457036,77.9139072847682,33.735886344991464,1.3237752503827076
33.98,33.45,16.9,"Blank",4,64.52363345546532,8.077308200944488,30.838506440669676,76.47354260089685,31.87877643925924,1.3146280566211486
35.86,35.14,16.62,"Blank",4,65.85751850348049,8.760563760992824,33.738056757580146,80.48833238474671,34.85690679317544,1.3167428800107652
34.63,34.0,16.62,"Blank",4,64.96257174414309,8.435663425002959,32.19504510355016,78.55647058823531,33.28184710378259,1.3145394982933798
34.3,33.76,16.92,"Blank",4,64.77162157354,8.119801683472872,31.223487242112256,76.9218009478673,32.26201070821959,1.3163774202126164
37.1,36.63,21.77,"T1130",0,66.99850990695937,7.963210668791354,25.594275174939863,66.64428064428064,26.804470632454123,1.2691577847135955
39.19,38.65,21.97,"T1130",0,68.4969738071036,8.246679945987989,27.819087377007847,69.53428201811124,29.01567425756565,1.2826091198607
41.11,40.87,25.26,"T1130",0,70.08474588382197,7.38861665145979,24.944640705303733,63.237582578908736,26.015894294429412,1.2828288879346803
41.98,42.27,29.03,"T1130",0,71.05667418397798,5.850290069809027,20.760011044290216,54.32363378282468,21.568587168842512,1.2961139569528286
